Id,Attraction,Attraction Type,Review Month,Visit Month,Reviewer Rating,Reviewer Level,Reason for Poor Rating,Reviewer Type,Text,Long Text
1756,Universal Studios,Theme Park,201606,2016-06,5,6,*,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1757,Universal Studios,Theme Park,201606,2016-06,4,3,*,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1758,Universal Studios,Theme Park,201606,2016-06,4,5,*,Solo,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1759,Universal Studios,Theme Park,201606,2016-06,4,6,*,Business,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1760,Universal Studios,Theme Park,201606,2016-06,4,5,*,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1761,Universal Studios,Theme Park,201606,2016-06,3,8,Other,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1762,Universal Studios,Theme Park,201606,2016-06,4,3,Other,*,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1763,Universal Studios,Theme Park,201606,2016-06,2,8,Other,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1764,Universal Studios,Theme Park,201606,2016-06,1,5,Other,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1765,Universal Studios,Theme Park,201606,2016-06,4,2,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1766,Universal Studios,Theme Park,201606,2016-06,5,1,*,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1767,Universal Studios,Theme Park,201606,2016-06,5,10,*,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1768,Universal Studios,Theme Park,201606,2016-06,5,4,*,Solo,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1769,Universal Studios,Theme Park,201606,2016-06,4,1,*,Business,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1770,Universal Studios,Theme Park,201606,2016-06,4,8,*,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1771,Universal Studios,Theme Park,201606,2016-06,4,10,*,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1772,Universal Studios,Theme Park,201606,2016-06,4,10,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1773,Universal Studios,Theme Park,201606,2016-06,3,2,Other,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1774,Universal Studios,Theme Park,201606,2016-06,3,4,Other,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1775,Universal Studios,Theme Park,201606,2016-06,2,1,Other,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1776,Universal Studios,Theme Park,201606,2016-06,1,8,Other,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1777,Universal Studios,Theme Park,201606,2016-06,4,5,*,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1778,Universal Studios,Theme Park,201606,2016-06,5,1,*,Solo,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1779,Universal Studios,Theme Park,201606,2016-06,5,2,*,Business,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1780,Universal Studios,Theme Park,201606,2016-06,5,5,*,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1781,Universal Studios,Theme Park,201606,2016-06,4,10,*,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1782,Universal Studios,Theme Park,201606,2016-06,4,4,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1783,Universal Studios,Theme Park,201606,2016-06,4,9,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1784,Universal Studios,Theme Park,201606,2016-06,4,2,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1785,Universal Studios,Theme Park,201606,2016-06,3,10,Other,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1786,Universal Studios,Theme Park,201606,2016-06,4,9,Other,*,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1787,Universal Studios,Theme Park,201606,2016-06,2,10,Other,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1788,Universal Studios,Theme Park,201606,2016-06,1,4,Other,Solo,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1789,Universal Studios,Theme Park,201606,2016-06,4,5,*,Business,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1790,Universal Studios,Theme Park,201606,2016-06,5,2,*,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1791,Universal Studios,Theme Park,201606,2016-06,5,8,*,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1792,Universal Studios,Theme Park,201606,2016-06,5,4,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1793,Universal Studios,Theme Park,201606,2016-06,4,4,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1794,Universal Studios,Theme Park,201606,2016-06,4,6,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1795,Universal Studios,Theme Park,201606,2016-06,4,5,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1796,Universal Studios,Theme Park,201606,2016-06,4,3,*,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1797,Universal Studios,Theme Park,201606,2016-06,3,3,Other,Couples,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1798,Universal Studios,Theme Park,201606,2016-06,4,7,Other,*,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1799,Universal Studios,Theme Park,201606,2016-06,2,10,Other,Business,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1800,Universal Studios,Theme Park,201606,2016-06,1,7,Other,Friends,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1801,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,3,9,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1802,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,4,5,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1803,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,1,4,Long Queue,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1804,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,4,5,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1805,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,1,7,Ongoing Maintenance,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1806,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,3,4,Staff,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1807,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,2,9,Other,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1808,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,5,1,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1809,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,3,4,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1810,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,5,6,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1811,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,1,7,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1812,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,5,6,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1813,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,1,6,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1814,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,4,2,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1815,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,5,5,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1816,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,1,8,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1817,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,2,1,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1818,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,4,6,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1819,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,5,2,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1820,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,3,10,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1821,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,4,9,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1822,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,4,10,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1823,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,4,5,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1824,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,5,5,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1825,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,2,6,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1826,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,4,3,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1827,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,1,8,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1828,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,5,1,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1829,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,5,1,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1830,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,2,10,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1831,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,2,6,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1832,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,4,2,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1833,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,4,9,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1834,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,1,10,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1835,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,1,3,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1836,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,1,10,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1837,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,4,10,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1838,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,5,5,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1839,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,3,7,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1840,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,4,10,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1841,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,5,7,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1842,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,5,3,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1843,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,5,10,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1844,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,2,3,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1845,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,1,1,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1846,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,1,4,Expensive,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1847,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,4,9,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1848,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,3,1,Long Queue,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1849,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,1,5,Long Queue,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1850,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,2,10,Long Queue,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1851,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,4,1,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1852,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,4,6,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1853,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,2,7,Long Queue,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1854,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,4,5,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1855,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,4,8,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1856,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,1,9,Long Queue,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1857,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,4,9,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1858,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,5,2,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1859,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,2,10,Long Queue,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1860,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,5,3,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1861,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,5,10,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1862,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,5,1,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1863,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,1,1,Long Queue,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1864,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,4,3,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1865,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,1,3,Long Queue,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1866,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,2,2,Long Queue,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1867,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,5,7,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1868,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,5,8,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1869,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,5,3,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1870,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,2,9,Long Queue,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1871,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,1,9,Long Queue,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1872,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,3,7,Long Queue,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1873,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,3,4,Long Queue,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1874,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,5,7,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1875,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,2,4,Long Queue,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1876,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,1,5,Long Queue,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1877,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,5,5,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1878,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,3,4,Long Queue,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1879,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,3,7,Long Queue,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1880,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,3,2,Long Queue,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1881,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,4,10,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1882,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,1,7,Long Queue,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1883,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,1,6,Long Queue,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1884,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,2,1,Long Queue,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1885,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,3,9,Staff,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1886,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,4,8,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1887,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,5,1,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1888,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,2,4,Staff,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1889,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,3,5,Staff,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1890,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,4,10,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
1891,Gardens by the Bay,"Gardens, Nature & Park",201612,2016-12,4,7,*,Families,Awesome experience,"We ultimately ended up buying annual pass to USS. The rides are awesome and thrilling. Best rides are cylone, transformer, galactica and mummy."
